NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
1,범죄도시 2,이상용,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트",,"주식회사 에이비오엔터테인먼트,메가박스중앙(주)플러스엠",2022-05-,개봉영화,장편,한국,,,,,,범죄,15세이상관람가,일반영화
2,쥬라기 월드: 도미니언,콜린 트레보로우,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-06-,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
3,마녀(魔女) Part2. The Other One,박훈정,"(주)영화사 금월,(주)스튜디오앤뉴,(주)페퍼민트앤컴퍼니",,(주)넥스트엔터테인먼트월드(NEW),2022-06-,개봉영화,장편,한국,,,,,,액션,15세이상관람가,일반영화
4,탑건: 매버릭,조셉 코신스키,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2022-06-,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
5,브로커,고레에다 히로카즈,영화사 집,,(주)씨제이이엔엠,2022-06-,개봉영화,장편,한국,,,,,,드라마,12세이상관람가,일반영화
6,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,유야마 쿠니히코,,(주)포켓몬코리아,(주)넥스트엔터테인먼트월드(NEW),2022-06-,개봉영화,장편,일본,809,,,,,애니메이션,전체관람가,일반영화
7,버즈 라이트이어,앵거스 맥클레인,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-06-,개봉영화,장편,미국,844,,,,,애니메이션,전체관람가,일반영화
8,헤어질 결심,박찬욱,(주)모호필름,,(주)씨제이이엔엠,2022-06-,개봉영화,장편,한국,,,,,,미스터리,15세이상관람가,일반영화
9,그대가 조국,이승준,(주)켈빈클레인프로젝트,,(주)엣나인필름,2022-05-,개봉영화,장편,한국,601,,,,,다큐멘터리,12세이상관람가,독립/예술영화
10,닥터 스트레인지: 대혼돈의 멀티버스,샘 레이미,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-05-,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
11,애프터 양,코고나다,,주식회사 왓챠,"(주)영화특별시에스엠씨,주식회사 왓챠",2022-06-,개봉영화,장편,미국,161,,,,,드라마,전체관람가,독립/예술영화
12,카시오페아,신연식,(주) 루스이소니도스,,(주)트리플픽쳐스,2022-06-,개봉영화,장편,한국,175,,,,,드라마,12세이상관람가,독립/예술영화
13,극장판 윌벤져스 : 수상한 캠핑 대소동,"신창환,류정우",(주)스튜디오게일,,(주)대교 미디어콘텐츠사업본부,2022-06-,개봉영화,장편,한국,110,,,,,애니메이션,전체관람가,독립/예술영화
14,룸 쉐어링,이순성,주식회사 티에스나린시네마,,"주식회사 엔픽플,트윈플러스파트너스(주)",2022-06-,개봉영화,장편,한국,122,,,,,드라마,전체관람가,독립/예술영화
15,특수요원 빼꼼,장양,,예지림엔터테인먼트,"(주)띵크,예지림엔터테인먼트,(주)인터파크",2022-06-,개봉영화,장편,중국,115,,,,,애니메이션,전체관람가,독립/예술영화
16,니 부모 얼굴이 보고 싶다,김지훈,"(주)더타워픽쳐스,이십세기폭스 인터내셔널 프로덕션,(주)리버픽쳐스",,(주)마인드마크,2022-04-,개봉영화,장편,한국,,,,,,드라마,15세이상관람가,일반영화
17,실종,,,(주)엔케이컨텐츠,(주)디스테이션,2022-06-,개봉영화,장편,일본,67,,,,,스릴러,청소년관람불가,독립/예술영화
18,뜨거운 피,천명관,주식회사 고래픽처스,,"(주)스튜디오디에이치엘,(주)키다리스튜디오",2022-03-,개봉영화,장편,한국,,,,,,범죄,15세이상관람가,일반영화
19,로스트 시티,,,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,2022-04-,개봉영화,장편,미국,835,,,,,액션,12세이상관람가,일반영화
20,니얼굴,서동일,두물머리픽쳐스,,(주)영화사 진진,2022-06-,개봉영화,장편,한국,65,,,,,다큐멘터리,전체관람가,독립/예술영화
