NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
1,콘크리트 유토피아,엄태화,"클라이맥스 스튜디오(주),(주)비에이치 엔터테인먼트",,롯데컬처웍스(주)롯데엔터테인먼트,20230809,개봉영화,장편,한국,,,,,,드라마,15세이상관람가,일반영화
2,밀수,류승완,(주)외유내강,,(주)넥스트엔터테인먼트월드(NEW),20230726,개봉영화,장편,한국,,,,,,액션,15세이상관람가,일반영화
3,오펜하이머,크리스토퍼 놀란,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20230815,개봉영화,장편,미국,,,,,,스릴러,15세이상관람가,일반영화
4,엘리멘탈,피터 손,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20230614,개봉영화,장편,미국,,,,,,애니메이션,전체관람가,일반영화
5,비공식작전,김성훈,"(주)와인드업필름,와이낫필름",,(주)쇼박스,20230802,개봉영화,장편,한국,,,,,,드라마,12세이상관람가,일반영화
6,달짝지근해: 7510,이한,(주)무비락,,(주)마인드마크,20230815,개봉영화,장편,한국,884,,,,,코미디,12세이상관람가,일반영화
7,더 문,김용화,(주)블라드스튜디오,,(주)씨제이이엔엠,20230802,개봉영화,장편,한국,,,,,,SF,12세이상관람가,일반영화
8,미션 임파서블: 데드 레코닝 PART ONE,크리스토퍼 맥쿼리,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,롯데컬처웍스(주)롯데엔터테인먼트,20230712,개봉영화,장편,미국,,,,,,액션,15세이상관람가,일반영화
9,명탐정코난: 흑철의 어영,타치카와 유즈루,,(주)씨제이이엔엠,(주)씨제이이엔엠,20230720,개봉영화,장편,일본,,,,,,애니메이션,12세이상관람가,일반영화
10,바비,그레타 거윅,,워너브러더스 코리아(주),워너브러더스 코리아(주),20230719,개봉영화,장편,미국,780,,,,,기타,12세이상관람가,일반영화
11,보호자,정우성,(주)영화사테이크,,(주)에이스메이커무비웍스,20230815,개봉영화,장편,한국,685,,,,,액션,15세이상관람가,일반영화
12,메가로돈 2,벤 휘틀리,,워너브러더스 코리아(주),워너브러더스 코리아(주),20230815,개봉영화,장편,미국,415,,,,,액션,12세이상관람가,일반영화
13,몬스터 패밀리 2,호거 태프,,(주)퍼스트런,메가박스중앙(주),20230802,개봉영화,장편,영국,434,,,,,애니메이션,전체관람가,독립/예술영화
14,타겟,박희곤,(주)영화사피어나,,플러스엠 엔터테인먼트,20230830,개봉영화,장편,한국,986,,,,,스릴러,15세이상관람가,일반영화
15,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지 넘어 하늘까지!,,,"(주)얼리버드픽쳐스,와이드 릴리즈(주)",와이드 릴리즈(주),20230810,개봉영화,장편,영국,245,,,,,애니메이션,전체관람가,독립/예술영화
16,런닝맨: 리벤져스,엄영식,(주)로커스,,(주)넥스트엔터테인먼트월드(NEW),20230810,개봉영화,장편,한국,221,,,,,애니메이션,전체관람가,독립/예술영화
17,인시디어스: 빨간 문,패트릭 윌슨,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20230719,개봉영화,장편,미국,758,,,,,공포(호러),15세이상관람가,일반영화
18,핑크퐁 시네마 콘서트3 : 진저브레드맨을 잡아라,변희선,더핑크퐁컴퍼니(주),,더핑크퐁컴퍼니(주),20230726,개봉영화,장편,한국,128,,,,,애니메이션,전체관람가,독립/예술영화
19,극장판 슈퍼윙스: 맥시멈 스피드,정길훈,(주)퍼니플럭스,,(주)넥스트엔터테인먼트월드(NEW),20230720,개봉영화,장편,한국,407,,,,,애니메이션,전체관람가,일반영화
20,더 퍼스트 슬램덩크,이노우에 다케히코,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),20230104,개봉영화,장편,일본,,,,,,애니메이션,12세이상관람가,일반영화
