NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
1,블랙 팬서: 와칸다 포에버,라이언 쿠글러,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-11-,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
2,올빼미,안태진,"(주)씨제스엔터테인먼트,(주)영화사 담담",,(주)넥스트엔터테인먼트월드(NEW),2022-11-,개봉영화,장편,한국,,,,,,스릴러,15세이상관람가,일반영화
3,데시벨,황인호,"이스트드림시노펙스(주),(주)기억속의매미",,(주)마인드마크,2022-11-,개봉영화,장편,한국,,,,,,액션,12세이상관람가,일반영화
4,동감,서은영,(주)고고스튜디오,,씨제이 씨지브이(CJ CGV)(주),2022-11-,개봉영화,장편,한국,,,,,,멜로/로맨스,12세이상관람가,일반영화
5,자백,윤종석,리얼라이즈픽쳐스(주),,롯데컬처웍스(주)롯데엔터테인먼트,2022-10-,개봉영화,장편,한국,,,,,,범죄,15세이상관람가,일반영화
6,에브리씽 에브리웨어 올 앳 원스,"다니엘 콴,다니엘 쉐이너트",,(주)더쿱디스트리뷰션,워터홀컴퍼니(주),2022-10-,개봉영화,장편,미국,620,,,,,액션,15세이상관람가,독립/예술영화
7,리멤버,이일형,(주)영화사 월광,,(주)에이스메이커무비웍스,2022-10-,개봉영화,장편,한국,,,,,,드라마,15세이상관람가,일반영화
8,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,타카하시 와타루,,(주)씨제이이엔엠,(주)씨제이이엔엠,2022-09-,개봉영화,장편,일본,873,,,,,애니메이션,전체관람가,일반영화
9,블랙 아담,자움 콜렛 세라,,워너브러더스 코리아(주),워너브러더스 코리아(주),2022-10-,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
10,압꾸정,임진순,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트",,(주)쇼박스,2022-11-,개봉영화,장편,한국,,,,,,코미디,12세이상관람가,일반영화
11,인생은 아름다워,최국희,더램프(주),,롯데컬처웍스(주)롯데엔터테인먼트,2022-09-,개봉영화,장편,한국,,,,,,뮤지컬,12세이상관람가,일반영화
12,폴: 600미터,스콧 만,,"주식회사 풍경소리,(주)타임앤드스페이스",(주)스튜디오디에이치엘,2022-11-,개봉영화,장편,영국,463,,,,,스릴러,12세이상관람가,일반영화
13,스트레인지 월드,"돈 홀,퀴 응우옌",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-11-,개봉영화,장편,미국,699,,,,,애니메이션,전체관람가,일반영화
14,원피스 필름 레드,타니구치 고로,,에스엠지홀딩스 주식회사,(주)넥스트엔터테인먼트월드(NEW),2022-11-,개봉영화,장편,일본,550,,,,,애니메이션,12세이상관람가,일반영화
15,탄생,박흥식,"민영화사,가톨릭문화원 ALMA ART",,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",2022-11-,개봉영화,장편,한국,670,,,,,드라마,12세이상관람가,일반영화
16,아인보: 아마존의 전설,"리처드 클라우스,호세 젤라다",,(주)퍼스트런,(주)디스테이션,2022-10-,개봉영화,장편,페루,401,,,,,애니메이션,전체관람가,일반영화
17,공조2: 인터내셔날,이석훈,"(주)제이케이필름,(주)씨제이이엔엠",,(주)씨제이이엔엠,2022-09-,개봉영화,장편,한국,,,,,,액션,15세이상관람가,일반영화
18,고속도로 가족,이상문,"(주)영화사 설렘,(주)고고스튜디오",,씨제이 씨지브이(CJ CGV)(주),2022-11-,개봉영화,장편,한국,222,,,,,드라마,15세이상관람가,독립/예술영화
19,엔시티 드림 더 무비 : 인 어 드림,"이예지,오윤동",씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,2022-11-,개봉영화,장편,한국,103,,,,,다큐멘터리,전체관람가,일반영화
20,유포자들,홍석구,"KBS,(주)아센디오",,와이드 릴리즈(주),2022-11-,개봉영화,장편,한국,123,,,,,범죄,15세이상관람가,일반영화
21,극장판 소드 아트 온라인 -프로그레시브- 짙은 어둠의 스케르초,카와노 아야코,,(주)애니플러스,(주)애니플러스,2022-11-,개봉영화,장편,일본,89,,,,,애니메이션,12세이상관람가,일반영화
22,한산 리덕스,김한민,(주)빅스톤픽쳐스,,롯데컬처웍스(주)롯데엔터테인먼트,2022-11-,개봉영화,장편,한국,202,,,,,액션,12세이상관람가,일반영화
23,양자경의 더 모든 날 모든 순간,"다니엘 콴,다니엘 쉐이너트",,(주)더쿱디스트리뷰션,워터홀컴퍼니(주),2022-11-,개봉영화,장편,미국,63,,,,,액션,15세이상관람가,독립/예술영화
