NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
"1","인사이드 아웃 2","켈시 만","월트 디즈니 픽쳐스,픽사 애니메이션 스튜디오","월트디즈니컴퍼니코리아 유한책임회사","월트디즈니컴퍼니코리아 유한책임회사","20240612","개봉영화","장편","미국","2,619","26,472,253,172","2,767,299","6,721,702,734","675,812","애니메이션","전체관람가","일반영화"
"2","탈주","이종필","더램프(주)",,"플러스엠 엔터테인먼트","20240703","개봉영화","장편","한국","1,234","22,537,334,282","2,382,788","5,319,964,917","538,898","액션","12세이상관람가","일반영화"
"3","데드풀과 울버린","숀 레비",,"월트디즈니컴퍼니코리아 유한책임회사","월트디즈니컴퍼니코리아 유한책임회사","20240724","개봉영화","장편","미국","1,948","13,839,704,940","1,352,113","4,291,279,451","398,132","액션","청소년관람불가","일반영화"
"4","핸섬가이즈","남동협","(주)하이브미디어코프",,"(주)넥스트엔터테인먼트월드(NEW)","20240626","개봉영화","장편","한국","965","12,116,866,192","1,289,849","2,601,897,433","269,401","코미디","15세이상관람가","일반영화"
"5","슈퍼배드 4","크리스 리노드",,"유니버설픽쳐스인터내셔널 코리아(유)","유니버설픽쳐스인터내셔널 코리아(유)","20240724","개봉영화","장편","미국","1,178","7,685,485,124","843,830","1,743,342,782","181,208","애니메이션","전체관람가","일반영화"
"6","하이재킹","김성한","(주)퍼펙트스톰필름",,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,(주)키다리스튜디오","20240621","개봉영화","장편","한국","1,155","6,507,623,273","683,766","1,612,509,059","163,500","범죄","12세이상관람가","일반영화"
"7","탈출: 프로젝트 사일런스","김태곤","씨제이이엔엠 스튜디오스 주식회사,블라드스튜디오",,"(주)씨제이이엔엠","20240712","개봉영화","장편","한국","1,078","6,654,592,123","682,730","1,346,977,301","133,248","스릴러","15세이상관람가","일반영화"
"8","명탐정 코난: 100만 달러의 펜타그램","나가오카 치카","TMS 엔터테인먼트","(주)씨제이이엔엠","(주)씨제이이엔엠","20240717","개봉영화","장편","일본","1,089","5,932,215,793","608,173","1,454,548,474","141,440","애니메이션","12세이상관람가","일반영화"
"9","파일럿","김한결","쇼트케이크(주),(주)무비락",,"롯데컬처웍스(주)롯데엔터테인먼트","20240731","개봉영화","장편","한국","1,956","3,448,396,819","425,303","950,704,944","108,816","코미디","12세이상관람가","일반영화"
"10","콰이어트 플레이스: 첫째 날","마이클 사노스키",,"롯데컬처웍스(주)롯데엔터테인먼트","롯데컬처웍스(주)롯데엔터테인먼트","20240626","개봉영화","장편","미국","942","1,912,903,933","194,280","567,859,424","55,354","스릴러","15세이상관람가","일반영화"
"11","극장판 도라에몽: 진구의 지구 교향곡","이마이 카즈아키",,"대원미디어(주)","씨제이 씨지브이(CJ CGV)(주)","20240710","개봉영화","장편","일본","276","673,597,100","78,081","138,268,500","16,214","애니메이션","전체관람가","일반영화"
"12","퍼펙트 데이즈","빔 벤더스",,"(주)티캐스트","(주)티캐스트","20240703","개봉영화","장편","일본","137","651,895,037","69,811","418,787,334","43,651","드라마","12세이상관람가","독립/예술영화"
"13","우마무스메 프리티 더비 새로운 시대의 문",,,"(주)애니플러스","(주)애니플러스","20240711","개봉영화","장편","일본","136","476,181,488","44,402","205,439,687","18,007","애니메이션","전체관람가","일반영화"
"14","플라이 미 투 더 문","그랙 버랜티",,,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점","20240712","개봉영화","장편","미국","306","397,809,732","42,783","191,979,457","20,270","멜로/로맨스","12세이상관람가","일반영화"
"15","존 오브 인터레스트","조나단 글레이저",,"찬란","TCO(주)더콘텐츠온","20240605","개봉영화","장편","미국","392","315,221,574","32,793","213,310,681","21,576","드라마","12세이상관람가","독립/예술영화"
