NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
1,서울의 봄,김성수,(주)하이브미디어코프,,플러스엠 엔터테인먼트,20231122,개봉영화,장편,한국,2328,87680904551,8901909,19827220826,1983353,드라마,12세이상관람가,일반영화
2,노량: 죽음의 바다,김한민,(주)빅스톤픽쳐스,,"롯데컬처웍스(주)롯데엔터테인먼트,(주)에이스메이커무비웍스",20231220,개봉영화,장편,한국,2196,34030546492,3437833,7448800451,728085,사극,12세이상관람가,일반영화
3,아쿠아맨과 로스트 킹덤,제임스 완,,워너브러더스 코리아(주),워너브러더스 코리아(주),20231220,개봉영화,장편,미국,965,7459539772,722976,1950116121,178123,액션,12세이상관람가,일반영화
4,신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,오네 히토시,,(주)씨제이이엔엠,(주)씨제이이엔엠,20231222,개봉영화,장편,일본,883,5506229689,568257,905263675,90445,애니메이션,전체관람가,일반영화
5,3일의 휴가,육상효,글뫼 주식회사,,(주)쇼박스,20231206,개봉영화,장편,한국,863,4808497189,511669,1054555433,110908,판타지,12세이상관람가,일반영화
6,트롤: 밴드 투게더,월트 도른,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20231220,개봉영화,장편,미국,845,3109591201,336931,696664035,72920,애니메이션,전체관람가,일반영화
7,괴물,고레에다 히로카즈,,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW),20231129,개봉영화,장편,일본,647,3244553892,324525,1602382786,157112,드라마,12세이상관람가,독립/예술영화
8,뽀로로 극장판 슈퍼스타 대모험,"윤제완,김성민",(주)오콘,,씨제이 씨지브이(CJ CGV)(주),20231213,개봉영화,장편,한국,850,2929324296,320627,384748475,40352,애니메이션,전체관람가,일반영화
9,싱글 인 서울,박범수,"(주)디씨지플러스,(주)명필름,(주)인사이트필름",,롯데컬처웍스(주)롯데엔터테인먼트,20231129,개봉영화,장편,한국,917,2874163647,297834,995901774,99383,멜로/로맨스,12세이상관람가,일반영화
10,나폴레옹,리들리 스콧,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20231206,개봉영화,장편,미국,822,2231379950,224750,779010811,74834,전쟁,15세이상관람가,일반영화
11,프레디의 피자가게,엠마 타미,유니버설픽쳐스인터내셔널 코리아(유),,유니버설픽쳐스인터내셔널 코리아(유),20231115,개봉영화,장편,미국,1041,1253473288,125105,151923713,14904,공포(호러),12세이상관람가,일반영화
12,말하고 싶은 비밀,,,(주)시그널픽쳐스,"(주)바이포엠스튜디오,홀리가든",20231213,개봉영화,장편,일본,401,830354541,85832,229425484,23523,멜로/로맨스,전체관람가,일반영화
13,쏘우 X,케빈 그루터트,,(주)올스타엔터테인먼트,"(주)올스타엔터테인먼트,(주)플레이그램",20231213,개봉영화,장편,미국,571,661361453,63419,200540472,18991,공포(호러),청소년관람불가,일반영화
14,스노우 폭스: 썰매개가 될 거야!,아론 우들리,,(주)히스토리필름,(주)팝엔터테인먼트,20231123,개봉영화,장편,미국,479,321912679,43701,28062866,3859,애니메이션,전체관람가,독립/예술영화
15,그대들은 어떻게 살 것인가,미야자키 하야오,,대원미디어(주),메가박스중앙(주),20231025,개봉영화,장편,일본,1733,356459599,42649,183661990,20949,애니메이션,전체관람가,독립/예술영화
16,도티와 영원의 탑,"배완,양희성,박인한",(주)샌드박스네트워크,,(주)넥스트엔터테인먼트월드(NEW),20231227,개봉영화,장편,한국,370,387921976,41666,91759541,9601,애니메이션,전체관람가,일반영화
17,"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",,,"(주)얼리버드픽쳐스,와이드 릴리즈(주)",와이드 릴리즈(주),20231227,개봉영화,장편,영국,215,319879760,38823,63747510,7546,애니메이션,전체관람가,독립/예술영화
18,크레센도,헤더 윌크,,오드,오드,20231220,개봉영화,장편,미국,81,395095300,36911,185698000,17242,다큐멘터리,전체관람가,독립/예술영화
19,류이치 사카모토: 오퍼스,소라 네오,,(주)미디어캐슬,"(주)엣나인필름,메가박스중앙(주)",20231227,개봉영화,장편,일본,251,286231031,31197,144480611,15381,공연,전체관람가,독립/예술영화
20,극장판 우당탕탕 은하안전단: 진정한 용기!,정지훈,(주)마로스튜디오,,(주)넥스트엔터테인먼트월드(NEW),20231130,개봉영화,장편,한국,261,206629540,27205,39146540,5074,애니메이션,전체관람가,일반영화
